data,municipio,vlr_cesta_basica
01-09-2013,Rio de Janeiro,295.59
01-10-2013,Rio de Janeiro,312.9
01-11-2013,Rio de Janeiro,316.88
01-12-2013,Rio de Janeiro,315.52
01-01-2014,Rio de Janeiro,310.52
01-02-2014,Rio de Janeiro,314.72
01-03-2014,Rio de Janeiro,345.11
01-04-2014,Rio de Janeiro,346.18
01-05-2014,Rio de Janeiro,348.04
01-06-2014,Rio de Janeiro,343.44
01-07-2014,Rio de Janeiro,330.22
01-08-2014,Rio de Janeiro,327.64
01-09-2014,Rio de Janeiro,326.78
01-10-2014,Rio de Janeiro,336.1
01-11-2014,Rio de Janeiro,325.91
01-12-2014,Rio de Janeiro,338.03
01-01-2015,Rio de Janeiro,353.51
01-02-2015,Rio de Janeiro,357.27
01-03-2015,Rio de Janeiro,358.68
01-04-2015,Rio de Janeiro,374.85
01-05-2015,Rio de Janeiro,395.23
01-06-2015,Rio de Janeiro,368.71
01-07-2015,Rio de Janeiro,372.24
01-08-2015,Rio de Janeiro,360.23
01-09-2015,Rio de Janeiro,362.9
01-10-2015,Rio de Janeiro,359.66
01-11-2015,Rio de Janeiro,385.8
01-12-2015,Rio de Janeiro,394.21
01-12-2015 (1),Rio de Janeiro,397.91
01-01-2016,Rio de Janeiro,448.06
01-02-2016,Rio de Janeiro,430.56
01-03-2016,Rio de Janeiro,440.79
01-04-2016,Rio de Janeiro,433.96
01-05-2016,Rio de Janeiro,436.02
01-06-2016,Rio de Janeiro,439.33
01-07-2016,Rio de Janeiro,448.28
01-08-2016,Rio de Janeiro,455.45
01-09-2016,Rio de Janeiro,451.58
01-10-2016,Rio de Janeiro,456.44
01-11-2016,Rio de Janeiro,448.73
01-12-2016,Rio de Janeiro,443.75
01-01-2017,Rio de Janeiro,440.16
01-02-2017,Rio de Janeiro,424.55
01-03-2017,Rio de Janeiro,431.31
01-04-2017,Rio de Janeiro,448.51
01-05-2017,Rio de Janeiro,442.56
01-06-2017,Rio de Janeiro,420.35
01-07-2017,Rio de Janeiro,425.62
01-08-2017,Rio de Janeiro,410.43
01-09-2017,Rio de Janeiro,410.27
01-10-2017,Rio de Janeiro,421.05
01-11-2017,Rio de Janeiro,407.37
01-12-2017,Rio de Janeiro,418.71
01-01-2018,Rio de Janeiro,443.81
01-02-2018,Rio de Janeiro,438.36
01-03-2018,Rio de Janeiro,441.19
01-04-2018,Rio de Janeiro,440.06
01-05-2018,Rio de Janeiro,446.03
01-06-2018,Rio de Janeiro,445.58
01-07-2018,Rio de Janeiro,421.89
01-08-2018,Rio de Janeiro,417.05
01-09-2018,Rio de Janeiro,418.48
01-10-2018,Rio de Janeiro,443.69
01-11-2018,Rio de Janeiro,460.24
01-12-2018,Rio de Janeiro,466.75
01-01-2019,Rio de Janeiro,460.46
01-02-2019,Rio de Janeiro,464.47
01-03-2019,Rio de Janeiro,496.33
01-04-2019,Rio de Janeiro,515.58
01-05-2019,Rio de Janeiro,492.93
01-06-2019,Rio de Janeiro,498.67
01-07-2019,Rio de Janeiro,479.28
01-08-2019,Rio de Janeiro,462.24
01-09-2019,Rio de Janeiro,458.21
01-10-2019,Rio de Janeiro,462.57
01-11-2019,Rio de Janeiro,455.37
01-12-2019,Rio de Janeiro,516.91
01-01-2020,Rio de Janeiro,507.13
01-02-2020,Rio de Janeiro,505.55
01-03-2020,Rio de Janeiro,533.65
01-04-2020,Rio de Janeiro,544.34
01-05-2020,Rio de Janeiro,558.81
01-06-2020,Rio de Janeiro,512.84
01-07-2020,Rio de Janeiro,505.72
01-08-2020,Rio de Janeiro,529.76
01-09-2020,Rio de Janeiro,563.75
01-10-2020,Rio de Janeiro,592.25
01-11-2020,Rio de Janeiro,629.63
01-12-2020,Rio de Janeiro,621.09
01-01-2021,Rio de Janeiro,644.0
01-02-2021,Rio de Janeiro,629.82
01-03-2021,Rio de Janeiro,612.56
01-04-2021,Rio de Janeiro,622.04
01-05-2021,Rio de Janeiro,622.76
01-06-2021,Rio de Janeiro,619.24
01-07-2021,Rio de Janeiro,621.34
01-08-2021,Rio de Janeiro,634.18
01-09-2021,Rio de Janeiro,643.06
01-10-2021,Rio de Janeiro,673.85
01-11-2021,Rio de Janeiro,665.6
01-12-2021,Rio de Janeiro,666.26
01-01-2022,Rio de Janeiro,692.83
01-02-2022,Rio de Janeiro,697.37
01-03-2022,Rio de Janeiro,750.71
01-04-2022,Rio de Janeiro,768.42
01-05-2022,Rio de Janeiro,723.55
01-06-2022,Rio de Janeiro,733.14
01-07-2022,Rio de Janeiro,723.75
01-08-2022,Rio de Janeiro,717.82
01-09-2022,Rio de Janeiro,714.14
01-10-2022,Rio de Janeiro,736.28
01-11-2022,Rio de Janeiro,749.25
01-12-2022,Rio de Janeiro,752.74
01-01-2023,Rio de Janeiro,770.19
01-02-2023,Rio de Janeiro,745.96
01-03-2023,Rio de Janeiro,735.62
01-04-2023,Rio de Janeiro,750.77
01-05-2023,Rio de Janeiro,749.76
01-06-2023,Rio de Janeiro,741.0
01-07-2023,Rio de Janeiro,738.12
01-08-2023,Rio de Janeiro,722.78
01-09-2023,Rio de Janeiro,719.92
01-10-2023,Rio de Janeiro,721.17
01-11-2023,Rio de Janeiro,728.27
01-12-2023,Rio de Janeiro,738.61
01-01-2024,Rio de Janeiro,791.77
01-02-2024,Rio de Janeiro,832.8
01-03-2024,Rio de Janeiro,812.25
01-04-2024,Rio de Janeiro,801.15
01-05-2024,Rio de Janeiro,796.67
01-06-2024,Rio de Janeiro,814.38
01-07-2024,Rio de Janeiro,757.64
01-08-2024,Rio de Janeiro,745.64
01-09-2024,Rio de Janeiro,757.3
01-10-2024,Rio de Janeiro,773.7
01-11-2024,Rio de Janeiro,777.66
01-12-2024,Rio de Janeiro,779.84
01-01-2025,Rio de Janeiro,802.88
01-02-2025,Rio de Janeiro,814.9
01-03-2025,Rio de Janeiro,835.5
01-01-2010,São Paulo,225.02
01-02-2010,São Paulo,229.64
01-03-2010,São Paulo,253.74
01-04-2010,São Paulo,261.39
01-05-2010,São Paulo,256.31
01-06-2010,São Paulo,249.06
01-07-2010,São Paulo,239.38
01-08-2010,São Paulo,235.65
01-09-2010,São Paulo,241.08
01-10-2010,São Paulo,253.79
01-11-2010,São Paulo,264.61
01-12-2010,São Paulo,265.15
01-01-2011,São Paulo,261.25
01-02-2011,São Paulo,261.18
01-03-2011,São Paulo,267.58
01-04-2011,São Paulo,268.52
01-05-2011,São Paulo,272.98
01-06-2011,São Paulo,273.48
01-07-2011,São Paulo,263.38
01-08-2011,São Paulo,266.75
01-09-2011,São Paulo,267.19
01-10-2011,São Paulo,266.97
01-11-2011,São Paulo,276.31
01-12-2011,São Paulo,277.27
01-01-2012,São Paulo,285.54
01-02-2012,São Paulo,276.54
01-03-2012,São Paulo,273.25
01-04-2012,São Paulo,277.27
01-05-2012,São Paulo,283.69
01-06-2012,São Paulo,287.63
01-07-2012,São Paulo,299.39
01-08-2012,São Paulo,306.02
01-09-2012,São Paulo,309.08
01-10-2012,São Paulo,311.55
01-11-2012,São Paulo,299.26
01-12-2012,São Paulo,304.9
01-01-2013,São Paulo,318.4
01-02-2013,São Paulo,326.59
01-03-2013,São Paulo,336.26
01-04-2013,São Paulo,344.3
01-05-2013,São Paulo,342.05
01-06-2013,São Paulo,340.46
01-07-2013,São Paulo,327.44
01-08-2013,São Paulo,319.66
01-09-2013,São Paulo,312.07
01-10-2013,São Paulo,321.14
01-11-2013,São Paulo,325.56
01-12-2013,São Paulo,327.24
01-01-2014,São Paulo,323.47
01-02-2014,São Paulo,325.35
01-03-2014,São Paulo,351.46
01-04-2014,São Paulo,357.85
01-05-2014,São Paulo,366.54
01-06-2014,São Paulo,354.63
01-07-2014,São Paulo,345.42
01-08-2014,São Paulo,337.8
01-09-2014,São Paulo,333.12
01-10-2014,São Paulo,341.04
01-11-2014,São Paulo,347.96
01-12-2014,São Paulo,354.19
01-01-2015,São Paulo,371.22
01-02-2015,São Paulo,378.86
01-03-2015,São Paulo,379.35
01-04-2015,São Paulo,387.05
01-05-2015,São Paulo,402.05
01-06-2015,São Paulo,392.77
01-07-2015,São Paulo,395.83
01-08-2015,São Paulo,386.04
01-09-2015,São Paulo,383.21
01-10-2015,São Paulo,382.13
01-11-2015,São Paulo,399.21
01-12-2015,São Paulo,412.12
01-12-2015 (1),São Paulo,418.13
01-01-2016,São Paulo,448.31
01-02-2016,São Paulo,443.4
01-03-2016,São Paulo,444.11
01-04-2016,São Paulo,442.42
01-05-2016,São Paulo,449.7
01-06-2016,São Paulo,469.02
01-07-2016,São Paulo,475.27
01-08-2016,São Paulo,475.11
01-09-2016,São Paulo,471.57
01-10-2016,São Paulo,469.55
01-11-2016,São Paulo,450.39
01-12-2016,São Paulo,438.89
01-01-2017,São Paulo,435.89
01-02-2017,São Paulo,426.22
01-03-2017,São Paulo,435.34
01-04-2017,São Paulo,446.28
01-05-2017,São Paulo,458.93
01-06-2017,São Paulo,441.61
01-07-2017,São Paulo,445.83
01-08-2017,São Paulo,431.66
01-09-2017,São Paulo,421.02
01-10-2017,São Paulo,428.13
01-11-2017,São Paulo,423.23
01-12-2017,São Paulo,424.36
01-01-2018,São Paulo,439.2
01-02-2018,São Paulo,437.33
01-03-2018,São Paulo,437.84
01-04-2018,São Paulo,434.8
01-05-2018,São Paulo,441.16
01-06-2018,São Paulo,451.63
01-07-2018,São Paulo,437.42
01-08-2018,São Paulo,432.81
01-09-2018,São Paulo,432.83
01-10-2018,São Paulo,446.02
01-11-2018,São Paulo,471.37
01-12-2018,São Paulo,471.44
01-01-2019,São Paulo,467.65
01-02-2019,São Paulo,482.4
01-03-2019,São Paulo,509.11
01-04-2019,São Paulo,522.05
01-05-2019,São Paulo,507.07
01-06-2019,São Paulo,501.68
01-07-2019,São Paulo,493.16
01-08-2019,São Paulo,481.44
01-09-2019,São Paulo,473.85
01-10-2019,São Paulo,473.59
01-11-2019,São Paulo,465.81
01-12-2019,São Paulo,506.5
01-01-2020,São Paulo,517.51
01-02-2020,São Paulo,519.76
01-03-2020,São Paulo,518.5
01-04-2020,São Paulo,556.25
01-05-2020,São Paulo,556.36
01-06-2020,São Paulo,547.03
01-07-2020,São Paulo,524.74
01-08-2020,São Paulo,539.95
01-09-2020,São Paulo,563.35
01-10-2020,São Paulo,595.87
01-11-2020,São Paulo,629.18
01-12-2020,São Paulo,631.46
01-01-2021,São Paulo,654.15
01-02-2021,São Paulo,639.47
01-03-2021,São Paulo,626.0
01-04-2021,São Paulo,632.61
01-05-2021,São Paulo,636.4
01-06-2021,São Paulo,626.76
01-07-2021,São Paulo,640.51
01-08-2021,São Paulo,650.5
01-09-2021,São Paulo,673.45
01-10-2021,São Paulo,693.79
01-11-2021,São Paulo,692.27
01-12-2021,São Paulo,690.51
01-01-2022,São Paulo,713.86
01-02-2022,São Paulo,715.65
01-03-2022,São Paulo,761.19
01-04-2022,São Paulo,803.99
01-05-2022,São Paulo,777.93
01-06-2022,São Paulo,777.01
01-07-2022,São Paulo,760.45
01-08-2022,São Paulo,749.78
01-09-2022,São Paulo,750.74
01-10-2022,São Paulo,762.2
01-11-2022,São Paulo,782.68
01-12-2022,São Paulo,791.29
01-01-2023,São Paulo,790.57
01-02-2023,São Paulo,779.38
01-03-2023,São Paulo,782.23
01-04-2023,São Paulo,794.68
01-05-2023,São Paulo,791.82
01-06-2023,São Paulo,783.05
01-07-2023,São Paulo,769.95
01-08-2023,São Paulo,748.47
01-09-2023,São Paulo,734.77
01-10-2023,São Paulo,738.13
01-11-2023,São Paulo,749.28
01-12-2023,São Paulo,761.01
01-01-2024,São Paulo,793.39
01-02-2024,São Paulo,808.38
01-03-2024,São Paulo,813.26
01-04-2024,São Paulo,822.84
01-05-2024,São Paulo,826.85
01-06-2024,São Paulo,832.69
01-07-2024,São Paulo,809.77
01-08-2024,São Paulo,786.35
01-09-2024,São Paulo,792.47
01-10-2024,São Paulo,805.84
01-11-2024,São Paulo,828.39
01-12-2024,São Paulo,841.29
01-01-2025,São Paulo,851.82
01-02-2025,São Paulo,860.53
01-03-2025,São Paulo,880.72
01-01-2010,Vitória,217.2
01-02-2010,Vitória,224.74
01-03-2010,Vitória,232.23
01-04-2010,Vitória,244.07
01-05-2010,Vitória,242.85
01-06-2010,Vitória,231.12
01-07-2010,Vitória,222.27
01-08-2010,Vitória,217.96
01-09-2010,Vitória,225.35
01-10-2010,Vitória,231.26
01-11-2010,Vitória,246.75
01-12-2010,Vitória,242.0
01-01-2011,Vitória,250.26
01-02-2011,Vitória,246.31
01-03-2011,Vitória,258.32
01-04-2011,Vitória,256.12
01-05-2011,Vitória,260.59
01-06-2011,Vitória,256.14
01-07-2011,Vitória,250.76
01-08-2011,Vitória,249.58
01-09-2011,Vitória,249.6
01-10-2011,Vitória,251.98
01-11-2011,Vitória,263.91
01-12-2011,Vitória,275.39
01-01-2012,Vitória,271.16
01-02-2012,Vitória,267.19
01-03-2012,Vitória,260.23
01-04-2012,Vitória,262.14
01-05-2012,Vitória,271.16
01-06-2012,Vitória,277.7
01-07-2012,Vitória,290.8
01-08-2012,Vitória,298.6
01-09-2012,Vitória,300.71
01-10-2012,Vitória,293.83
01-11-2012,Vitória,295.31
01-12-2012,Vitória,290.89
01-01-2013,Vitória,315.38
01-02-2013,Vitória,313.4
01-03-2013,Vitória,332.24
01-04-2013,Vitória,328.94
01-05-2013,Vitória,325.87
01-06-2013,Vitória,315.63
01-07-2013,Vitória,310.73
01-08-2013,Vitória,310.03
01-09-2013,Vitória,301.55
01-10-2013,Vitória,313.78
01-11-2013,Vitória,321.41
01-12-2013,Vitória,321.39
01-01-2014,Vitória,327.13
01-02-2014,Vitória,328.43
01-03-2014,Vitória,343.7
01-04-2014,Vitória,351.27
01-05-2014,Vitória,352.76
01-06-2014,Vitória,345.98
01-07-2014,Vitória,330.71
01-08-2014,Vitória,329.13
01-09-2014,Vitória,328.33
01-10-2014,Vitória,329.19
01-11-2014,Vitória,331.34
01-12-2014,Vitória,333.15
01-01-2015,Vitória,348.3
01-02-2015,Vitória,354.85
01-03-2015,Vitória,363.62
01-04-2015,Vitória,376.46
01-05-2015,Vitória,387.92
01-06-2015,Vitória,367.94
01-07-2015,Vitória,368.01
01-08-2015,Vitória,358.0
01-09-2015,Vitória,361.54
01-10-2015,Vitória,357.3
01-11-2015,Vitória,378.91
01-12-2015,Vitória,384.99
01-12-2015 (1),Vitória,389.02
01-01-2016,Vitória,438.42
01-02-2016,Vitória,401.38
01-03-2016,Vitória,418.18
01-04-2016,Vitória,414.26
01-05-2016,Vitória,418.96
01-06-2016,Vitória,428.69
01-07-2016,Vitória,436.24
01-08-2016,Vitória,436.53
01-09-2016,Vitória,435.27
01-10-2016,Vitória,449.16
01-11-2016,Vitória,438.85
01-12-2016,Vitória,426.32
01-01-2017,Vitória,422.38
01-02-2017,Vitória,414.03
01-03-2017,Vitória,415.75
01-04-2017,Vitória,431.54
01-05-2017,Vitória,422.03
01-06-2017,Vitória,404.54
01-07-2017,Vitória,409.51
01-08-2017,Vitória,397.89
01-09-2017,Vitória,391.76
01-10-2017,Vitória,393.71
01-11-2017,Vitória,387.93
01-12-2017,Vitória,385.19
01-01-2018,Vitória,417.73
01-02-2018,Vitória,410.84
01-03-2018,Vitória,410.59
01-04-2018,Vitória,409.8
01-05-2018,Vitória,409.95
01-06-2018,Vitória,413.73
01-07-2018,Vitória,406.43
01-08-2018,Vitória,395.7
01-09-2018,Vitória,395.64
01-10-2018,Vitória,419.69
01-11-2018,Vitória,408.55
01-12-2018,Vitória,403.79
01-01-2019,Vitória,424.21
01-02-2019,Vitória,449.54
01-03-2019,Vitória,475.84
01-04-2019,Vitória,498.54
01-05-2019,Vitória,484.84
01-06-2019,Vitória,485.34
01-07-2019,Vitória,466.93
01-08-2019,Vitória,441.5
01-09-2019,Vitória,429.06
01-10-2019,Vitória,428.25
01-11-2019,Vitória,462.06
01-12-2019,Vitória,499.23
01-01-2020,Vitória,492.2
01-02-2020,Vitória,480.03
01-03-2020,Vitória,504.78
01-04-2020,Vitória,537.89
01-05-2020,Vitória,536.73
01-06-2020,Vitória,500.01
01-07-2020,Vitória,484.8
01-08-2020,Vitória,509.45
01-09-2020,Vitória,539.36
01-10-2020,Vitória,552.85
01-11-2020,Vitória,606.59
01-12-2020,Vitória,600.28
01-01-2021,Vitória,624.62
01-02-2021,Vitória,609.27
01-03-2021,Vitória,596.91
01-04-2021,Vitória,610.98
01-05-2021,Vitória,616.96
01-06-2021,Vitória,611.29
01-07-2021,Vitória,612.45
01-08-2021,Vitória,618.96
01-09-2021,Vitória,633.03
01-10-2021,Vitória,670.99
01-11-2021,Vitória,668.17
01-12-2021,Vitória,662.01
01-01-2022,Vitória,677.54
01-02-2022,Vitória,682.54
01-03-2022,Vitória,704.93
01-04-2022,Vitória,729.31
01-05-2022,Vitória,698.24
01-06-2022,Vitória,692.84
01-07-2022,Vitória,700.75
01-08-2022,Vitória,697.39
01-09-2022,Vitória,686.26
01-10-2022,Vitória,707.78
01-11-2022,Vitória,713.57
01-12-2022,Vitória,728.78
01-01-2023,Vitória,726.23
01-02-2023,Vitória,709.21
01-03-2023,Vitória,699.16
01-04-2023,Vitória,703.9
01-05-2023,Vitória,706.06
01-06-2023,Vitória,691.34
01-07-2023,Vitória,674.54
01-08-2023,Vitória,660.88
01-09-2023,Vitória,681.91
01-10-2023,Vitória,675.16
01-11-2023,Vitória,675.45
01-12-2023,Vitória,688.86
01-01-2024,Vitória,719.3
01-02-2024,Vitória,731.83
01-03-2024,Vitória,729.34
01-04-2024,Vitória,726.82
01-05-2024,Vitória,723.91
01-06-2024,Vitória,718.43
01-07-2024,Vitória,688.45
01-08-2024,Vitória,684.21
01-09-2024,Vitória,694.87
01-10-2024,Vitória,708.06
01-11-2024,Vitória,726.51
01-12-2024,Vitória,747.42
01-01-2025,Vitória,735.31
01-02-2025,Vitória,745.49
01-03-2025,Vitória,762.94
01-01-2010,Curitiba,211.99
01-02-2010,Curitiba,215.61
01-03-2010,Curitiba,231.3
01-04-2010,Curitiba,238.71
01-05-2010,Curitiba,233.49
01-06-2010,Curitiba,227.14
01-07-2010,Curitiba,216.11
01-08-2010,Curitiba,214.57
01-09-2010,Curitiba,219.28
01-10-2010,Curitiba,231.96
01-11-2010,Curitiba,239.06
01-12-2010,Curitiba,243.97
01-01-2011,Curitiba,237.17
01-02-2011,Curitiba,245.15
01-03-2011,Curitiba,248.42
01-04-2011,Curitiba,246.53
01-05-2011,Curitiba,245.98
01-06-2011,Curitiba,247.03
01-07-2011,Curitiba,238.77
01-08-2011,Curitiba,244.0
01-09-2011,Curitiba,242.07
01-10-2011,Curitiba,245.97
01-11-2011,Curitiba,253.19
01-12-2011,Curitiba,248.63
01-01-2012,Curitiba,256.52
01-02-2012,Curitiba,246.15
01-03-2012,Curitiba,246.11
01-04-2012,Curitiba,249.36
01-05-2012,Curitiba,255.32
01-06-2012,Curitiba,262.01
01-07-2012,Curitiba,268.0
01-08-2012,Curitiba,280.57
01-09-2012,Curitiba,280.42
01-10-2012,Curitiba,282.97
01-11-2012,Curitiba,270.84
01-12-2012,Curitiba,271.31
01-01-2013,Curitiba,285.94
01-02-2013,Curitiba,293.25
01-03-2013,Curitiba,294.78
01-04-2013,Curitiba,296.69
01-05-2013,Curitiba,297.92
01-06-2013,Curitiba,294.5
01-07-2013,Curitiba,279.66
01-08-2013,Curitiba,281.31
01-09-2013,Curitiba,283.18
01-10-2013,Curitiba,296.76
01-11-2013,Curitiba,297.71
01-12-2013,Curitiba,301.32
01-01-2014,Curitiba,294.06
01-02-2014,Curitiba,293.49
01-03-2014,Curitiba,329.55
01-04-2014,Curitiba,335.73
01-05-2014,Curitiba,341.2
01-06-2014,Curitiba,332.3
01-07-2014,Curitiba,308.66
01-08-2014,Curitiba,303.28
01-09-2014,Curitiba,301.08
01-10-2014,Curitiba,314.25
01-11-2014,Curitiba,319.26
01-12-2014,Curitiba,315.84
01-01-2015,Curitiba,335.82
01-02-2015,Curitiba,341.64
01-03-2015,Curitiba,349.69
01-04-2015,Curitiba,359.39
01-05-2015,Curitiba,364.8
01-06-2015,Curitiba,359.69
01-07-2015,Curitiba,360.28
01-08-2015,Curitiba,354.94
01-09-2015,Curitiba,356.51
01-10-2015,Curitiba,349.93
01-11-2015,Curitiba,375.26
01-12-2015,Curitiba,387.79
01-12-2015 (1),Curitiba,391.78
01-01-2016,Curitiba,398.46
01-02-2016,Curitiba,392.75
01-03-2016,Curitiba,400.78
01-04-2016,Curitiba,396.34
01-05-2016,Curitiba,410.05
01-06-2016,Curitiba,416.49
01-07-2016,Curitiba,420.24
01-08-2016,Curitiba,431.14
01-09-2016,Curitiba,424.87
01-10-2016,Curitiba,432.98
01-11-2016,Curitiba,421.37
01-12-2016,Curitiba,409.86
01-01-2017,Curitiba,397.69
01-02-2017,Curitiba,387.27
01-03-2017,Curitiba,389.52
01-04-2017,Curitiba,404.55
01-05-2017,Curitiba,403.51
01-06-2017,Curitiba,394.49
01-07-2017,Curitiba,399.0
01-08-2017,Curitiba,385.11
01-09-2017,Curitiba,376.46
01-10-2017,Curitiba,388.06
01-11-2017,Curitiba,381.26
01-12-2017,Curitiba,374.94
01-01-2018,Curitiba,399.72
01-02-2018,Curitiba,392.91
01-03-2018,Curitiba,401.65
01-04-2018,Curitiba,394.07
01-05-2018,Curitiba,397.17
01-06-2018,Curitiba,412.44
01-07-2018,Curitiba,391.32
01-08-2018,Curitiba,389.15
01-09-2018,Curitiba,387.39
01-10-2018,Curitiba,406.42
01-11-2018,Curitiba,416.41
01-12-2018,Curitiba,419.05
01-01-2019,Curitiba,401.63
01-02-2019,Curitiba,414.03
01-03-2019,Curitiba,443.86
01-04-2019,Curitiba,461.91
01-05-2019,Curitiba,451.38
01-06-2019,Curitiba,446.54
01-07-2019,Curitiba,443.68
01-08-2019,Curitiba,441.28
01-09-2019,Curitiba,424.81
01-10-2019,Curitiba,421.86
01-11-2019,Curitiba,413.63
01-12-2019,Curitiba,458.88
01-01-2020,Curitiba,452.32
01-02-2020,Curitiba,447.91
01-03-2020,Curitiba,465.47
01-04-2020,Curitiba,511.23
01-05-2020,Curitiba,531.27
01-06-2020,Curitiba,506.04
01-07-2020,Curitiba,526.14
01-08-2020,Curitiba,505.54
01-09-2020,Curitiba,524.25
01-10-2020,Curitiba,521.12
01-11-2020,Curitiba,547.29
01-12-2020,Curitiba,540.36
01-01-2021,Curitiba,559.73
01-02-2021,Curitiba,572.77
01-03-2021,Curitiba,577.17
01-04-2021,Curitiba,583.61
01-05-2021,Curitiba,608.89
01-06-2021,Curitiba,618.57
01-07-2021,Curitiba,619.83
01-08-2021,Curitiba,600.47
01-09-2021,Curitiba,610.85
01-10-2021,Curitiba,639.89
01-11-2021,Curitiba,638.96
01-12-2021,Curitiba,628.46
01-01-2022,Curitiba,636.57
01-02-2022,Curitiba,652.9
01-03-2022,Curitiba,701.59
01-04-2022,Curitiba,739.28
01-05-2022,Curitiba,713.68
01-06-2022,Curitiba,701.26
01-07-2022,Curitiba,688.78
01-08-2022,Curitiba,685.69
01-09-2022,Curitiba,678.73
01-10-2022,Curitiba,696.31
01-11-2022,Curitiba,709.84
01-12-2022,Curitiba,698.66
01-01-2023,Curitiba,695.18
01-02-2023,Curitiba,678.9
01-03-2023,Curitiba,679.76
01-04-2023,Curitiba,694.05
01-05-2023,Curitiba,703.83
01-06-2023,Curitiba,701.22
01-07-2023,Curitiba,690.31
01-08-2023,Curitiba,685.13
01-09-2023,Curitiba,681.23
01-10-2023,Curitiba,675.01
01-11-2023,Curitiba,683.44
01-12-2023,Curitiba,697.22
01-01-2024,Curitiba,726.23
01-02-2024,Curitiba,731.5
01-03-2024,Curitiba,728.06
01-04-2024,Curitiba,726.64
01-05-2024,Curitiba,741.46
01-06-2024,Curitiba,754.91
01-07-2024,Curitiba,718.32
01-08-2024,Curitiba,697.08
01-09-2024,Curitiba,698.44
01-10-2024,Curitiba,726.62
01-11-2024,Curitiba,739.4
01-12-2024,Curitiba,741.9
01-01-2025,Curitiba,743.69
01-02-2025,Curitiba,745.88
01-03-2025,Curitiba,772.83
01-01-2010,Florianópolis,213.23
01-02-2010,Florianópolis,217.59
01-03-2010,Florianópolis,229.8
01-04-2010,Florianópolis,239.67
01-05-2010,Florianópolis,235.89
01-06-2010,Florianópolis,232.46
01-07-2010,Florianópolis,221.42
01-08-2010,Florianópolis,221.24
01-09-2010,Florianópolis,223.73
01-10-2010,Florianópolis,230.85
01-11-2010,Florianópolis,238.98
01-12-2010,Florianópolis,238.14
01-01-2011,Florianópolis,246.58
01-02-2011,Florianópolis,241.47
01-03-2011,Florianópolis,250.28
01-04-2011,Florianópolis,252.55
01-05-2011,Florianópolis,255.12
01-06-2011,Florianópolis,266.44
01-07-2011,Florianópolis,254.84
01-08-2011,Florianópolis,260.0
01-09-2011,Florianópolis,260.33
01-10-2011,Florianópolis,260.99
01-11-2011,Florianópolis,268.57
01-12-2011,Florianópolis,262.44
01-01-2012,Florianópolis,271.64
01-02-2012,Florianópolis,255.88
01-03-2012,Florianópolis,255.52
01-04-2012,Florianópolis,257.9
01-05-2012,Florianópolis,255.29
01-06-2012,Florianópolis,260.12
01-07-2012,Florianópolis,266.38
01-08-2012,Florianópolis,295.48
01-09-2012,Florianópolis,310.92
01-10-2012,Florianópolis,282.8
01-11-2012,Florianópolis,283.68
01-12-2012,Florianópolis,290.05
01-01-2013,Florianópolis,309.21
01-02-2013,Florianópolis,314.46
01-03-2013,Florianópolis,307.37
01-04-2013,Florianópolis,311.41
01-05-2013,Florianópolis,306.54
01-06-2013,Florianópolis,307.44
01-07-2013,Florianópolis,284.03
01-08-2013,Florianópolis,284.33
01-09-2013,Florianópolis,281.08
01-10-2013,Florianópolis,288.36
01-11-2013,Florianópolis,296.07
01-12-2013,Florianópolis,319.33
01-01-2014,Florianópolis,322.7
01-02-2014,Florianópolis,330.75
01-03-2014,Florianópolis,345.63
01-04-2014,Florianópolis,351.66
01-05-2014,Florianópolis,350.31
01-06-2014,Florianópolis,353.76
01-07-2014,Florianópolis,346.99
01-08-2014,Florianópolis,340.62
01-09-2014,Florianópolis,340.76
01-10-2014,Florianópolis,353.18
01-11-2014,Florianópolis,346.61
01-12-2014,Florianópolis,353.1
01-01-2015,Florianópolis,360.64
01-02-2015,Florianópolis,359.76
01-03-2015,Florianópolis,358.14
01-04-2015,Florianópolis,368.32
01-05-2015,Florianópolis,394.29
01-06-2015,Florianópolis,386.1
01-07-2015,Florianópolis,376.69
01-08-2015,Florianópolis,372.79
01-09-2015,Florianópolis,383.1
01-10-2015,Florianópolis,378.45
01-11-2015,Florianópolis,391.85
01-12-2015,Florianópolis,414.12
01-12-2015 (1),Florianópolis,424.06
01-01-2016,Florianópolis,437.24
01-02-2016,Florianópolis,430.69
01-03-2016,Florianópolis,441.06
01-04-2016,Florianópolis,438.56
01-05-2016,Florianópolis,420.63
01-06-2016,Florianópolis,463.24
01-07-2016,Florianópolis,443.11
01-08-2016,Florianópolis,457.11
01-09-2016,Florianópolis,449.05
01-10-2016,Florianópolis,475.32
01-11-2016,Florianópolis,466.25
01-12-2016,Florianópolis,453.8
01-01-2017,Florianópolis,441.92
01-02-2017,Florianópolis,434.13
01-03-2017,Florianópolis,433.7
01-04-2017,Florianópolis,453.54
01-05-2017,Florianópolis,446.52
01-06-2017,Florianópolis,432.4
01-07-2017,Florianópolis,439.87
01-08-2017,Florianópolis,426.3
01-09-2017,Florianópolis,419.17
01-10-2017,Florianópolis,416.41
01-11-2017,Florianópolis,415.0
01-12-2017,Florianópolis,418.61
01-01-2018,Florianópolis,430.52
01-02-2018,Florianópolis,425.05
01-03-2018,Florianópolis,426.79
01-04-2018,Florianópolis,426.73
